name,tfName,up5kbNum,down1kbNum,tssPos,geneSymbol
NM_001130440,AP-2alpha,1,1,225965514,SRP9
NM_001130442,AP-2alpha,1,1,535550,HRAS
NM_018002,AP-2alpha,1,1,107282405,OXR1
NM_005971,AP-2alpha,0,1,35606731,FXYD3
NM_005969,AP-2alpha,1,1,3013607,NAP1L4
NM_006068,AP-2alpha,0,1,38858438,TLR6
NM_005967,AP-2alpha,0,1,57482676,NAB2
NM_183005,AP-2alpha,1,1,15139181,RPP38
NM_024838,AP-2alpha,1,1,25305507,THNSL1
NM_024836,AP-2alpha,1,1,249132529,ZNF672
NM_007069,AP-2alpha,1,1,63381909,PLA2G16
NM_021910,AP-2alpha,0,1,35606731,FXYD3
NM_021908,AP-2alpha,1,1,116593380,ST7
NM_021907,AP-2alpha,1,1,25896503,DTNB
NM_031935,AP-2alpha,1,1,185703682,HMCN1
NM_001394,AP-2alpha,0,1,29208267,DUSP4
NM_001178040,AP-2alpha,1,1,59522531,STX3
NM_001128833,AP-2alpha,1,1,7382944,ZBTB4
NM_003038,AP-2alpha,1,1,65216494,SLC1A4
NM_002938,AP-2alpha,1,1,2470794,RNF4
NM_002937,AP-2alpha,1,1,21152371,RNASE4
NM_001008410,AP-2alpha,1,1,119981383,STEAP3
NM_018234,AP-2alpha,1,1,119981383,STEAP3
NM_183240,AP-2alpha,1,2,120189445,TMEM37
NM_001164754,AP-2alpha,1,1,62627199,ASPH
NM_001164752,AP-2alpha,1,1,62627199,ASPH
NM_001164748,AP-2alpha,1,1,26111963,RASSF8
NM_001164747,AP-2alpha,1,1,26111963,RASSF8
NM_007126,AP-2alpha,0,1,35072739,VCP
NM_001184898,AP-2alpha,1,1,54070607,PHF8
NM_001184897,AP-2alpha,1,1,54070607,PHF8
NM_001184896,AP-2alpha,1,1,54071569,PHF8
NM_001099678,AP-2alpha,1,1,120068186,LRRC58
NM_002482,AP-2alpha,0,1,46049659,NASP
NM_016258,AP-2alpha,1,1,29063135,YTHDF2
NM_016252,AP-2alpha,1,1,32582095,BIRC6
NM_018434,AP-2alpha,1,1,179499109,RNF130
NM_018455,AP-2alpha,0,1,81040102,CENPN
NM_018454,AP-2alpha,1,1,41624925,NUSAP1
NM_018451,AP-2alpha,1,1,25497085,CENPJ
NM_018448,AP-2alpha,1,1,67663060,CAND1
NM_018446,AP-2alpha,1,1,52740048,GLT8D1
NM_018443,AP-2alpha,1,1,35168566,ZNF302
NM_018442,AP-2alpha,1,1,167905796,DCAF6
NM_003897,AP-2alpha,1,0,30712327,IER3
NM_001163321,AP-2alpha,0,1,48916522,CCDC120
NM_001127219,AP-2alpha,1,1,44087728,ACCS
NM_014567,AP-2alpha,1,1,75285526,BCAR1
NM_006540,AP-2alpha,0,1,71316020,NCOA2
NM_006536,AP-2alpha,1,1,86889768,CLCA2
NM_003684,AP-2alpha,1,1,47069966,MKNK1
NM_002524,AP-2alpha,1,1,115259515,NRAS
NM_014827,AP-2alpha,1,0,203764750,ZC3H11A
NM_014826,AP-2alpha,1,1,227505826,CDC42BPA
NM_015599,AP-2alpha,1,1,83903012,PGM3
NM_198240,AP-2alpha,1,1,122907116,CLIP1
NM_173826,AP-2alpha,1,1,44379943,C3orf23
NM_174957,AP-2alpha,1,1,3867736,ATP2A3
NM_001145464,AP-2alpha,1,1,38537762,EXOG
NM_001142617,AP-2alpha,1,1,74501371,STRA6
NM_012399,AP-2alpha,1,0,28315255,PITPNB
NM_001142782,AP-2alpha,1,1,113933474,MAGI3
NM_001042681,AP-2alpha,1,0,8877699,RERE
NM_004255,AP-2alpha,1,1,75230495,COX5A
NM_004246,AP-2alpha,1,0,9729380,GLP2R
NM_006647,AP-2alpha,1,1,140317846,NOXA1
NM_001171740,AP-2alpha,2,1,50605223,C3orf18
NM_002082,AP-2alpha,1,1,176853686,GRK6
NM_001143839,AP-2alpha,1,1,72353504,PDE2A
NM_001145548,AP-2alpha,1,1,85045141,ZDHHC7
NM_001145547,AP-2alpha,1,1,6131308,RBM17
NM_004109,AP-2alpha,1,1,110300593,FDX1
NM_003999,AP-2alpha,1,1,38846100,OSMR
NM_153619,AP-2alpha,1,0,48010685,SEMA6D
NM_000748,AP-2alpha,1,1,154540256,CHRNB2
NM_004027,AP-2alpha,0,1,99061320,INPP4A
NM_001177665,AP-2alpha,1,1,152266603,RIF1
NM_001177664,AP-2alpha,1,1,152266399,RIF1
NM_001177663,AP-2alpha,1,1,152266396,RIF1
NM_001177644,AP-2alpha,1,1,49507564,DAG1
NM_001177643,AP-2alpha,1,1,49506145,DAG1
NM_001177642,AP-2alpha,1,1,49507564,DAG1
NM_001177641,AP-2alpha,1,1,49507564,DAG1
NM_001177640,AP-2alpha,1,1,49507564,DAG1
NM_001177639,AP-2alpha,1,1,49507564,DAG1
NM_001177638,AP-2alpha,1,1,49507564,DAG1
NM_001177637,AP-2alpha,1,1,49507564,DAG1
NM_001177636,AP-2alpha,1,1,49507564,DAG1
NM_001177635,AP-2alpha,1,1,49507564,DAG1
NM_001177634,AP-2alpha,1,1,49507564,DAG1
NM_001177612,AP-2alpha,1,1,102829253,CINP
NM_001177611,AP-2alpha,1,0,102829051,CINP
NM_001177599,AP-2alpha,1,1,67705038,SUCLG2
NM_001177597,AP-2alpha,1,0,184095932,THPO
NM_001177563,AP-2alpha,1,0,111637169,PPP2R1B
NM_001177562,AP-2alpha,1,0,111637169,PPP2R1B
NM_001204264,AP-2alpha,1,1,142783254,NR3C1
NM_001204263,AP-2alpha,1,1,142783254,NR3C1
NM_001204262,AP-2alpha,1,1,142783254,NR3C1
NM_001204261,AP-2alpha,1,1,142783254,NR3C1
NM_001204260,AP-2alpha,1,1,142783254,NR3C1
NM_001204259,AP-2alpha,1,1,142783254,NR3C1
NM_001204258,AP-2alpha,1,1,142783254,NR3C1
NM_001204255,AP-2alpha,1,1,77135052,SCARB2
NM_001039517,AP-2alpha,1,1,155293938,RUSC1-AS1
NM_001136571,AP-2alpha,1,0,32886091,ZAR1L
NM_005044,AP-2alpha,0,1,3631675,PRKX
NM_000147,AP-2alpha,1,1,24194859,FUCA1
NM_032110,AP-2alpha,1,0,50889141,DMRTA2
NM_021937,AP-2alpha,0,1,127872312,EEFSEC
NM_022036,AP-2alpha,1,1,72427666,GPRC5C
NM_001128212,AP-2alpha,1,1,160143236,WDSUB1
NM_001193535,AP-2alpha,2,1,15657035,FBXL5
NM_001193533,AP-2alpha,1,1,52804965,NEK4
NM_001145398,AP-2alpha,1,1,41763391,TEF
NM_000935,AP-2alpha,1,1,145879282,PLOD2
NM_001034,AP-2alpha,2,1,10262862,RRM2
NM_001033,AP-2alpha,1,1,4115923,RRM1
NM_005662,AP-2alpha,1,1,42249345,VDAC3
NM_005896,AP-2alpha,0,1,209119806,IDH1
NM_014938,AP-2alpha,1,1,122516759,MLXIP
NM_001130978,AP-2alpha,1,0,71680752,DYSF
NM_032259,AP-2alpha,1,0,740400,WDR24
NM_001166261,AP-2alpha,1,0,28024334,MTIF3
NM_000623,AP-2alpha,1,1,96671134,BDKRB2
NM_000617,AP-2alpha,1,1,51420199,SLC11A2
NM_021170,AP-2alpha,1,1,935552,HES4
NM_001171654,AP-2alpha,0,1,39046450,KLHL5
NM_015344,AP-2alpha,1,1,29952921,LEPROTL1
NM_015338,AP-2alpha,2,1,30946146,ASXL1
NM_194247,AP-2alpha,1,1,178077421,HNRNPA3
NM_000081,AP-2alpha,0,1,236030220,LYST
NM_001040697,AP-2alpha,1,1,18610281,UEVLD
NM_001080953,AP-2alpha,1,1,144329541,PLAGL1
NM_001080952,AP-2alpha,1,1,144329541,PLAGL1
NM_018239,AP-2alpha,1,1,72142382,LRRC20
NM_003336,AP-2alpha,1,1,118708498,UBE2A
NM_001165964,AP-2alpha,1,0,166930149,SCN1A
NM_006782,AP-2alpha,1,1,64851693,ZFPL1
NM_006761,AP-2alpha,1,1,1303556,YWHAE
NM_194280,AP-2alpha,1,1,29973350,TMEM219
NM_194271,AP-2alpha,1,1,121837901,RNF34
NM_017409,AP-2alpha,1,1,54378945,HOXC10
NM_017410,AP-2alpha,1,1,54332575,HOXC13
NM_031942,AP-2alpha,1,1,174219560,CDCA7
NM_145810,AP-2alpha,1,1,174219560,CDCA7
NM_006560,AP-2alpha,1,1,47574792,CELF1
NM_022039,AP-2alpha,1,0,103454743,FBXW4
NM_001143937,AP-2alpha,1,1,14665180,PSMA1
NM_007188,AP-2alpha,3,1,150725509,ABCB8
NM_153339,AP-2alpha,3,0,1243993,PUSL1
NM_020946,AP-2alpha,1,1,126692417,DENND1A
NM_152945,AP-2alpha,1,1,178977181,RBM45
NM_001130060,AP-2alpha,1,1,54020199,ATF7
NM_001135212,AP-2alpha,2,1,179343355,FKBP7
NM_181342,AP-2alpha,2,1,179343355,FKBP7
NM_001489,AP-2alpha,0,1,127533576,NR6A1
NM_001465,AP-2alpha,1,1,39219667,FYB
NM_001362,AP-2alpha,1,0,102027687,DIO3
NM_001142645,AP-2alpha,1,1,191399468,TMEM194B
NM_080836,AP-2alpha,0,1,2082527,STK35
NM_080798,AP-2alpha,1,1,71561643,COL13A1
NM_080805,AP-2alpha,1,1,71561643,COL13A1
NM_080802,AP-2alpha,1,1,71561643,COL13A1
NM_080801,AP-2alpha,1,1,71561643,COL13A1
NM_080800,AP-2alpha,1,1,71561643,COL13A1
NM_133177,AP-2alpha,1,1,29563027,PTPRU
NM_130465,AP-2alpha,1,1,176074387,TSPAN17
NM_016561,AP-2alpha,2,1,14726667,BFAR
NM_032527,AP-2alpha,1,1,62339379,ZGPAT
NM_178123,AP-2alpha,1,0,180129350,SESTD1
NM_005099,AP-2alpha,0,1,161168845,ADAMTS4
NM_139199,AP-2alpha,1,0,137514358,BRD8
NM_139207,AP-2alpha,1,1,76478738,NAP1L1
NM_152362,AP-2alpha,1,0,4639526,TNFAIP8L1
NM_001130445,AP-2alpha,1,1,182756471,SSFA2
NM_006751,AP-2alpha,1,1,182756471,SSFA2
NM_001195683,AP-2alpha,0,1,92351836,TGFBR3
NM_001195654,AP-2alpha,1,1,62339379,ZGPAT
NM_004225,AP-2alpha,1,1,8751131,MFHAS1
NM_004214,AP-2alpha,1,1,65656010,FIBP
NM_015359,AP-2alpha,1,1,22224761,SLC39A14
NM_005920,AP-2alpha,1,0,156470529,MEF2D
NM_006019,AP-2alpha,1,1,67806461,TCIRG1
NM_013328,AP-2alpha,1,1,226111965,PYCR2
NM_176801,AP-2alpha,1,1,2845583,ADD1
NM_176783,AP-2alpha,0,1,24605377,PSME1
NM_176677,AP-2alpha,1,0,617031,NHLRC4
NM_176072,AP-2alpha,1,1,72929343,P2RY2
NM_176071,AP-2alpha,1,1,72929501,P2RY2
NM_175932,AP-2alpha,1,1,236807,PSMD13
NM_001130158,AP-2alpha,1,1,192110106,MYO1B
NM_012223,AP-2alpha,1,1,192110106,MYO1B
NM_001048183,AP-2alpha,0,1,28696092,PHACTR4
NM_004573,AP-2alpha,1,0,40600174,PLCB2
NM_004572,AP-2alpha,1,1,33049780,PKP2
NM_001226,AP-2alpha,1,1,110624629,CASP6
NM_001202485,AP-2alpha,1,1,198364720,HSPE1-MOBKL3
NM_002582,AP-2alpha,2,1,14724124,PARN
NM_015535,AP-2alpha,1,0,201170603,SPATS2L
NM_014143,AP-2alpha,1,1,5450502,CD274
NM_032663,AP-2alpha,1,1,109490379,USP30
NM_032648,AP-2alpha,1,0,32712817,FAM167B
NM_032647,AP-2alpha,1,1,77751976,CBX2
NM_032641,AP-2alpha,1,1,6982521,SPSB2
NM_001130,AP-2alpha,1,1,3062371,AES
NM_015074,AP-2alpha,1,1,10270763,KIF1B
NM_015073,AP-2alpha,1,1,38397867,SIPA1L3
NM_018287,AP-2alpha,1,2,32217770,ARHGAP12
NM_001168355,AP-2alpha,1,1,38845959,OSMR
NM_152388,AP-2alpha,1,1,202507410,TMEM237
NM_001142596,AP-2alpha,1,1,74856732,P4HA1
NM_078487,AP-2alpha,1,1,22009312,CDKN2B
NM_078481,AP-2alpha,1,1,14492212,CD97
NM_078476,AP-2alpha,0,1,26458152,BTN2A1
NM_078473,AP-2alpha,1,0,38854041,TM2D2
NM_078471,AP-2alpha,0,1,27507407,MYO18A
NM_197939,AP-2alpha,1,1,29297955,RNF135
NM_198038,AP-2alpha,1,1,88343734,NUDT9
NM_207585,AP-2alpha,1,1,34602230,IFNAR2
NM_207584,AP-2alpha,1,1,34602230,IFNAR2
NM_207521,AP-2alpha,1,1,55276326,RTN4
NM_207520,AP-2alpha,1,1,55277734,RTN4
NM_207510,AP-2alpha,1,1,139877444,LCNL1
NM_001134402,AP-2alpha,1,1,110036657,CYB561D1
NM_001134400,AP-2alpha,1,1,110036700,CYB561D1
NM_001134389,AP-2alpha,1,1,6617064,ZDHHC4
NM_001134388,AP-2alpha,1,1,6617064,ZDHHC4
NM_001134387,AP-2alpha,1,1,6617064,ZDHHC4
NM_001195416,AP-2alpha,1,1,36429998,DCLK1
NM_001195415,AP-2alpha,1,1,36429998,DCLK1
NM_005246,AP-2alpha,0,1,108083522,FER
NM_002167,AP-2alpha,1,0,23886322,ID3
NM_020390,AP-2alpha,1,0,170626426,EIF5A2
NM_021926,AP-2alpha,1,0,44331716,ALX4
NM_021923,AP-2alpha,2,1,1006251,FGFRL1
NM_021922,AP-2alpha,1,1,35420137,FANCE
NM_194291,AP-2alpha,1,1,125384940,TMEM65
NM_015655,AP-2alpha,1,1,25677469,ZNF337
NM_015651,AP-2alpha,0,1,123639606,PHF19
NM_153826,AP-2alpha,1,1,207925382,CD46
NM_153818,AP-2alpha,1,0,2344010,PEX10
NM_006527,AP-2alpha,1,1,1714030,SLBP
NM_006522,AP-2alpha,1,1,219724545,WNT6
NM_006520,AP-2alpha,1,1,37706889,DYNLT3
NM_006519,AP-2alpha,1,1,159065804,DYNLT1
NM_031862,AP-2alpha,0,1,41322497,NBR1
NM_031858,AP-2alpha,0,1,41322510,NBR1
NM_207122,AP-2alpha,0,1,44117098,EXT2
NM_182500,AP-2alpha,1,0,11273178,C2orf50
NM_001143823,AP-2alpha,0,1,5296039,ZFP161
NM_022765,AP-2alpha,1,1,109777190,MICAL1
NM_022763,AP-2alpha,1,1,171757417,FNDC3B
NM_025146,AP-2alpha,1,0,113465120,NAA50
NM_014547,AP-2alpha,1,0,52121824,TMOD3
NM_014521,AP-2alpha,0,1,235860627,SH3BP4
NM_014516,AP-2alpha,1,1,54641435,CNOT3
NM_014515,AP-2alpha,1,1,70636773,CNOT2
NM_003503,AP-2alpha,1,1,91966403,CDC7
NM_024293,AP-2alpha,1,0,220042938,FAM134A
NM_000501,AP-2alpha,1,0,73442426,ELN
NM_001040436,AP-2alpha,0,1,32908887,YARS2
NM_014386,AP-2alpha,1,1,137225124,PKD2L2
NM_015278,AP-2alpha,1,1,148663728,SASH1
NM_152465,AP-2alpha,0,1,27038872,PROCA1
NM_001204139,AP-2alpha,1,0,47808144,MBD1
NM_015520,AP-2alpha,1,0,66024509,MAGI1
NM_015516,AP-2alpha,1,1,76494284,TSKU
NM_152909,AP-2alpha,0,1,57901217,ZNF548
NM_004933,AP-2alpha,1,0,89238162,CDH15
NM_013262,AP-2alpha,1,1,16129316,MYLIP
NM_013257,AP-2alpha,1,1,67687415,SGK3
NM_080687,AP-2alpha,1,2,115047058,UPF3A
NM_174899,AP-2alpha,1,1,230787206,FBXO36
NM_021931,AP-2alpha,1,1,37590980,DHX35
NM_003086,AP-2alpha,1,0,139292889,SNAPC4
NM_001161330,AP-2alpha,1,0,109251359,SSH1
NM_001198852,AP-2alpha,1,1,42800886,FOXJ3
NM_007038,AP-2alpha,1,0,28339439,ADAMTS5
NM_001145305,AP-2alpha,1,0,18385319,KIAA1683
NM_001042589,AP-2alpha,1,1,35829228,TMEM8B
NM_007276,AP-2alpha,1,1,26240830,CBX3
NM_198596,AP-2alpha,1,0,46415360,SULF2
NM_001135947,AP-2alpha,1,0,131133597,URM1
NM_022787,AP-2alpha,1,1,10003485,NMNAT1
NM_022779,AP-2alpha,1,1,135545788,DDX31
NM_022777,AP-2alpha,1,1,100965093,RABL5
NM_006354,AP-2alpha,1,1,9834420,TADA3
NM_006353,AP-2alpha,2,1,26538571,HMGN4
NM_015483,AP-2alpha,1,1,32931468,KBTBD2
NM_015481,AP-2alpha,2,1,54778481,ZNF385A
NM_006368,AP-2alpha,1,1,35732316,CREB3
NM_001204510,AP-2alpha,0,1,7476023,EIF4A1
NM_015897,AP-2alpha,1,1,4007748,PIAS4
NM_198390,AP-2alpha,1,0,81478774,CMIP
NM_001112736,AP-2alpha,1,1,56717135,C3orf63
NM_006148,AP-2alpha,1,1,37026111,LASP1
NM_006145,AP-2alpha,1,1,14629201,DNAJB1
NM_000064,AP-2alpha,1,1,6720662,C3
NM_018226,AP-2alpha,1,0,241508003,RNPEPL1
NM_006263,AP-2alpha,0,1,24605377,PSME1
NM_001193511,AP-2alpha,1,0,53893444,MAP3K12
NM_001193508,AP-2alpha,1,1,57775078,REST
NM_182501,AP-2alpha,1,1,242041747,MTERFD2
NM_002359,AP-2alpha,1,1,79885588,MAFG
NM_152833,AP-2alpha,1,1,139010731,C9orf69
NM_152827,AP-2alpha,1,1,108582464,SNX3
NM_152794,AP-2alpha,0,1,46806855,HIF3A
NM_015963,AP-2alpha,1,1,242576725,THAP4
NM_080597,AP-2alpha,1,1,21977790,OSBPL1A
NM_022134,AP-2alpha,1,0,242716239,GAL3ST2
NM_015958,AP-2alpha,1,1,101491362,DPH5
NM_001161576,AP-2alpha,1,0,55034636,SAMD4A
NM_016084,AP-2alpha,1,0,17399709,RASD1
NM_015982,AP-2alpha,1,1,7197876,YBX2
NM_016085,AP-2alpha,1,1,27435218,C2orf28
NM_015984,AP-2alpha,1,1,193028523,UCHL5
NM_206907,AP-2alpha,1,1,40798297,PRKAA1
NM_207006,AP-2alpha,1,1,124194751,FAM83A
NM_207003,AP-2alpha,0,1,111878490,BCL2L11
NM_207002,AP-2alpha,0,1,111878490,BCL2L11
NM_206891,AP-2alpha,1,1,47878861,DIP2A
NM_206890,AP-2alpha,1,1,47878861,DIP2A
NM_024047,AP-2alpha,1,1,88343734,NUDT9
NM_001204446,AP-2alpha,1,1,3801170,C20orf29
NM_001204447,AP-2alpha,1,1,3801170,C20orf29
NM_018347,AP-2alpha,1,1,3801170,C20orf29
NM_001205316,AP-2alpha,1,0,87936228,STEAP4
NM_001205315,AP-2alpha,1,0,87936228,STEAP4
NM_001205252,AP-2alpha,2,1,1009687,RNF223
NM_198892,AP-2alpha,1,1,79697531,BMP2K
NM_198901,AP-2alpha,1,1,87856308,SRI
NM_198890,AP-2alpha,2,1,234160216,ATG16L1
NM_198889,AP-2alpha,1,0,74124502,ANKRD17
NM_001184718,AP-2alpha,1,0,156394452,TIPARP
NM_004753,AP-2alpha,1,0,12677820,DHRS3
NM_014174,AP-2alpha,1,1,134123260,THYN1
NM_139346,AP-2alpha,1,2,127864864,BIN1
NM_139345,AP-2alpha,1,2,127864864,BIN1
NM_139344,AP-2alpha,1,2,127864864,BIN1
NM_139343,AP-2alpha,1,2,127864864,BIN1
NM_001172643,AP-2alpha,1,0,66584194,TK2
NM_183243,AP-2alpha,1,1,128050036,IMPDH1
NM_183242,AP-2alpha,1,1,92545861,BTBD8
NM_183237,AP-2alpha,1,1,141457050,RNF7
NM_003653,AP-2alpha,1,1,17184617,COPS3
NM_007049,AP-2alpha,0,1,26458152,BTN2A1
NM_000584,AP-2alpha,1,1,74606222,IL8
NM_000582,AP-2alpha,1,0,88896801,SPP1
NM_000581,AP-2alpha,1,1,49395791,GPX1
NM_015259,AP-2alpha,1,1,45660834,ICOSLG
NM_001170714,AP-2alpha,0,1,75299905,BCAR1
NM_005718,AP-2alpha,1,1,9834231,ARPC4
NM_005717,AP-2alpha,1,1,183604985,ARPC5
NM_001134647,AP-2alpha,1,0,7941653,AFAP1
NM_080593,AP-2alpha,1,0,27114637,HIST1H2BK
NM_002716,AP-2alpha,1,0,111637169,PPP2R1B
NM_002768,AP-2alpha,1,1,89724129,CHMP1A
NM_001145127,AP-2alpha,1,1,18281078,EVPLL
NM_172236,AP-2alpha,1,1,30795695,POFUT1
NM_015352,AP-2alpha,1,1,30795695,POFUT1
NM_139029,AP-2alpha,0,1,832951,CD151
NM_003168,AP-2alpha,1,1,56429563,SUPT4H1
NM_003165,AP-2alpha,1,0,130374485,STXBP1
NM_145321,AP-2alpha,1,1,25019760,OSBPL3
NM_145320,AP-2alpha,1,1,25019760,OSBPL3
NM_004292,AP-2alpha,1,1,66104000,RIN1
NM_004301,AP-2alpha,1,1,179280707,ACTL6A
NM_004972,AP-2alpha,1,1,4985244,JAK2
NM_206883,AP-2alpha,1,1,103086624,SLC26A5
NM_000291,AP-2alpha,1,1,77359665,PGK1
NM_001184960,AP-2alpha,1,0,19689119,SH3KBP1
NM_003116,AP-2alpha,1,1,34203808,SPAG4
NM_001200016,AP-2alpha,1,1,50336899,NAT6
NM_023039,AP-2alpha,1,1,72861511,ANKRA2
NM_022746,AP-2alpha,1,1,220960038,MOSC1
NM_016046,AP-2alpha,1,1,99205768,EXOSC1
NM_033630,AP-2alpha,1,1,34542548,SCAND1
NM_003288,AP-2alpha,1,1,62496589,TPD52L2
NM_054012,AP-2alpha,1,1,133320093,ASS1
NM_053284,AP-2alpha,2,1,681011,WFIKKN1
NM_012453,AP-2alpha,1,1,72993013,TBL2
NM_033102,AP-2alpha,0,1,205649630,SLC45A3
NM_032992,AP-2alpha,1,1,110624629,CASP6
NM_032991,AP-2alpha,1,1,185570629,CASP3
NM_032989,AP-2alpha,1,1,64052176,BAD
NM_001145315,AP-2alpha,1,1,35402230,DSN1
NM_001145317,AP-2alpha,1,1,35402230,DSN1
NM_001122630,AP-2alpha,0,1,2906995,CDKN1C
NM_001122608,AP-2alpha,0,1,11129405,HCCS
NM_080628,AP-2alpha,1,0,35504569,C20orf118
NM_002633,AP-2alpha,0,1,64058946,PGM1
NM_002631,AP-2alpha,1,1,10459084,PGD
NM_181443,AP-2alpha,1,1,11871476,BTBD3
NM_001894,AP-2alpha,1,1,38714089,CSNK1E
NM_005596,AP-2alpha,1,0,14314045,NFIB
NM_144498,AP-2alpha,1,1,60813579,OSBPL2
NM_015247,AP-2alpha,1,1,50775960,CYLD
NM_015245,AP-2alpha,1,0,34857037,ANKS1A
NM_015478,AP-2alpha,1,1,42143075,L3MBTL1
NM_015033,AP-2alpha,0,1,132805473,FNBP1
NM_006301,AP-2alpha,1,0,53893444,MAP3K12
NM_001077523,AP-2alpha,1,0,2151556,AP3D1
NM_138348,AP-2alpha,1,1,14664782,FAM105B
NM_001164194,AP-2alpha,1,0,4867780,PLIN3
NM_001184760,AP-2alpha,1,1,36190852,CLTA
NM_001748,AP-2alpha,1,0,223900118,CAPN2
NM_001080469,AP-2alpha,1,1,46234151,FBXO46
NM_001128850,AP-2alpha,1,0,66959439,RRAD
NM_004637,AP-2alpha,1,1,128444978,RAB7A
NM_133338,AP-2alpha,1,1,68665638,RAD17
NM_138384,AP-2alpha,1,1,135207620,MTG1
NM_015948,AP-2alpha,1,1,8435794,SLC35B3
NM_000188,AP-2alpha,1,1,71078602,HK1
NM_139175,AP-2alpha,1,1,122526813,RNF133
NM_001142619,AP-2alpha,1,1,74501371,STRA6
NM_032028,AP-2alpha,1,0,112824527,TSSK1B
NM_032027,AP-2alpha,1,1,62191095,TM2D1
NM_032025,AP-2alpha,1,1,150264573,EIF2A
NM_001130162,AP-2alpha,1,0,70587293,STOX1
NM_001206,AP-2alpha,1,0,73029573,KLF9
NM_001194,AP-2alpha,1,0,589892,HCN2
NM_001174060,AP-2alpha,0,1,32023342,OSBPL10
NM_005027,AP-2alpha,1,1,18264015,PIK3R2
NM_006538,AP-2alpha,0,1,111878490,BCL2L11
NM_004926,AP-2alpha,2,1,69259785,ZFP36L1
NM_005025,AP-2alpha,1,1,167453510,SERPINI1
NM_002461,AP-2alpha,1,1,88729495,MVD
NM_203370,AP-2alpha,1,1,49840686,C3orf54
NM_199129,AP-2alpha,1,1,48770335,TMEM189
NM_001010974,AP-2alpha,1,0,49411466,BCAS4
NM_017843,AP-2alpha,1,0,49411466,BCAS4
NM_198799,AP-2alpha,1,0,49411466,BCAS4
NM_006045,AP-2alpha,0,1,50384908,ATP9A
NM_001173531,AP-2alpha,1,0,31134615,POU5F1
NM_015705,AP-2alpha,1,1,40766594,SGSM3
NM_181795,AP-2alpha,1,1,122931376,PKIB
NM_181825,AP-2alpha,1,1,29999544,NF2
NM_004602,AP-2alpha,0,1,47804904,STAU1
NM_015713,AP-2alpha,1,1,103251346,RRM2B
NM_015711,AP-2alpha,0,1,48111452,GLTSCR1
NM_198793,AP-2alpha,1,1,107809935,CD47
NM_198723,AP-2alpha,1,0,62688438,TCEA2
NM_198721,AP-2alpha,1,0,110223799,COL25A1
NM_173039,AP-2alpha,1,1,77300679,AQP11
NM_172374,AP-2alpha,1,1,50432762,IL4I1
NM_052985,AP-2alpha,1,1,129158967,IFT122
NM_144703,AP-2alpha,1,1,60697516,LSM14B
NM_201525,AP-2alpha,1,0,57662418,GPR56
NM_201524,AP-2alpha,1,0,57662418,GPR56
NM_201520,AP-2alpha,1,0,8198170,SLC25A35
NM_201453,AP-2alpha,1,0,70490177,CBWD3
NM_201445,AP-2alpha,1,0,56325811,DGKA
NM_016081,AP-2alpha,1,0,169418216,PALLD
NM_018270,AP-2alpha,1,0,61427804,C20orf20
NM_000917,AP-2alpha,1,1,74856732,P4HA1
NM_213618,AP-2alpha,1,0,8832224,ST5
NM_030783,AP-2alpha,1,1,450279,PTDSS2
NM_001077394,AP-2alpha,1,1,101491362,DPH5
NM_003183,AP-2alpha,2,1,9695917,ADAM17
NM_001184740,AP-2alpha,1,2,70244611,CTTN
NM_004415,AP-2alpha,1,1,7541869,DSP
NM_006946,AP-2alpha,0,1,66488870,SPTBN2
NM_080622,AP-2alpha,1,0,62492565,ABHD16B
NM_001193270,AP-2alpha,1,0,11776708,MSL3
NM_080621,AP-2alpha,1,0,62610995,SAMD10
NM_183057,AP-2alpha,1,1,145653927,VPS28
NM_183050,AP-2alpha,1,1,80816343,BCKDHB
NM_183048,AP-2alpha,1,0,45985474,ZMYND8
NM_001104925,AP-2alpha,1,1,62887047,PCMTD2
NM_018257,AP-2alpha,1,1,62887047,PCMTD2
NM_194449,AP-2alpha,0,1,60382671,PHLPP1
NM_194456,AP-2alpha,1,1,91875414,KRIT1
NM_194455,AP-2alpha,1,1,91875414,KRIT1
NM_194454,AP-2alpha,1,1,91875228,KRIT1
NM_033104,AP-2alpha,1,0,81864927,STON2
NM_005866,AP-2alpha,1,1,34637768,SIGMAR1
NM_001130914,AP-2alpha,1,1,18985268,BTG3
NM_006806,AP-2alpha,1,1,18985268,BTG3
NM_001100420,AP-2alpha,1,1,19191703,C21orf91
NM_001100421,AP-2alpha,1,1,19191703,C21orf91
NM_017447,AP-2alpha,1,1,19191703,C21orf91
NM_001130481,AP-2alpha,1,1,58273846,VRK2
NM_001130482,AP-2alpha,1,1,58273776,VRK2
NM_015973,AP-2alpha,1,1,68451982,GAL
NM_015972,AP-2alpha,1,1,28194879,POLR1D
NM_016069,AP-2alpha,1,1,4401373,PAM16
NM_016068,AP-2alpha,1,1,100888371,FIS1
NM_016066,AP-2alpha,0,1,193075244,GLRX2
NM_147204,AP-2alpha,1,0,110252632,TRPV4
NM_003445,AP-2alpha,1,1,44488354,ZNF155
NM_003442,AP-2alpha,1,1,9482511,ZNF143
NM_003440,AP-2alpha,0,1,133657036,ZNF140
NM_001142595,AP-2alpha,1,1,74856732,P4HA1
NM_133467,AP-2alpha,3,1,41328018,CITED4
NM_001146337,AP-2alpha,1,1,148651400,AFAP1L1
